FID,STATION_NAME,LOCAL_TRIP_START_TIME,IMOS_SITE_CODE,NRS_TRIP_CODE,NRS_SAMPLE_CODE,UTC_TRIP_START_TIME,LATITUDE,LONGITUDE,SAMPLE_DEPTH_M,SALINITY,SALINITY_FLAG,SALINITY_COMMENTS,SILICATE_UMOL_PER_L,SILICATE_FLAG,NITRATE_UMOL_PER_L,NITRATE_FLAG,PHOSPHATE_UMOL_PER_L,PHOSPHATE_FLAG,AMMONIUM_UMOL_PER_L,AMMONIUM_FLAG,NUTRIENT_COMMENTS,TCO2_UMOL_PER_KG,CARBON_FLAG,CARBON_COMMENTS,TALKALINITY_UMOL_PER_KG,ALKALINITY_FLAG,ALKALINITY_COMMENTS,OXYGEN_UMOL_PER_L,OXYGEN_FLAG,OXYGEN_COMMENTS,geom
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_12b,Port Hacking,16/11/2015 9:33,NRSPHB,NRSPHB20151115,NRSPHB20151115_030,2015-11-15T22:33:00Z,-34.1192,151.2267,30,35.384,1,,0.4,1,1.3,1,0.23,1,0.2,1,,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_12c,Port Hacking,16/11/2015 9:33,NRSPHB,NRSPHB20151115,NRSPHB20151115_040,2015-11-15T22:33:00Z,-34.1192,151.2267,40,35.379,1,,1.2,1,4.5,1,0.42,1,0.36,1,,2080.5,1,,2320.2,1,WOCE - average of duplicates,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_12d,Port Hacking,16/11/2015 9:33,NRSPHB,NRSPHB20151115,NRSPHB20151115_050,2015-11-15T22:33:00Z,-34.1192,151.2267,50,35.425,1,,2.3,1,8.3,1,0.65,1,0.21,1,,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_12e,Port Hacking,16/11/2015 9:33,NRSPHB,NRSPHB20151115,NRSPHB20151115_060,2015-11-15T22:33:00Z,-34.1192,151.2267,60,35.41,1,,2.7,1,9.1,1,0.67,1,0.12,1,,2107.28,1,,2321.19,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_12f,Port Hacking,16/11/2015 9:33,NRSPHB,NRSPHB20151115,NRSPHB20151115_075,2015-11-15T22:33:00Z,-34.1192,151.2267,75,35.371,1,,3,1,9.8,1,0.65,1,0.03,1,,2110.46,1,,2319.46,1,WOCE - average of duplicates,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_130,Port Hacking,16/11/2015 9:33,NRSPHB,NRSPHB20151115,NRSPHB20151115_100,2015-11-15T22:33:00Z,-34.1192,151.2267,100,35.323,1,,3.6,1,11,1,0.81,1,0.18,1,,2121.97,1,,2316.78,1,WOCE - average of duplicates,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_131,Port Hacking,16/12/2015 9:35,NRSPHB,NRSPHB20151215,NRSPHB20151215_000,2015-12-15T22:35:00Z,-34.1192,151.2267,0,,9,,0.3,1,0.4,1,0.18,1,0.49,1,no samples taken too rough,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_132,Port Hacking,16/12/2015 9:35,NRSPHB,NRSPHB20151215,NRSPHB20151215_010,2015-12-15T22:35:00Z,-34.1192,151.2267,10,,9,,0.3,1,0.1,1,0.12,1,0.17,1,no samples taken too rough,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_133,Port Hacking,16/12/2015 9:35,NRSPHB,NRSPHB20151215,NRSPHB20151215_020,2015-12-15T22:35:00Z,-34.1192,151.2267,20,,9,,0.6,1,0.4,1,0.15,1,0.19,1,no samples taken too rough,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_134,Port Hacking,16/12/2015 9:35,NRSPHB,NRSPHB20151215,NRSPHB20151215_025,2015-12-15T22:35:00Z,-34.1192,151.2267,25,,9,,,9,,9,,9,,9,no samples taken too rough,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_135,Port Hacking,16/12/2015 9:35,NRSPHB,NRSPHB20151215,NRSPHB20151215_030,2015-12-15T22:35:00Z,-34.1192,151.2267,30,,9,,0.7,1,1.4,1,0.2,1,0.4,1,no samples taken too rough,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_136,Port Hacking,16/12/2015 9:35,NRSPHB,NRSPHB20151215,NRSPHB20151215_040,2015-12-15T22:35:00Z,-34.1192,151.2267,40,,9,,,9,,9,,9,,9,no samples taken too rough,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_137,Port Hacking,16/12/2015 9:35,NRSPHB,NRSPHB20151215,NRSPHB20151215_050,2015-12-15T22:35:00Z,-34.1192,151.2267,50,,9,,0.9,1,0.5,1,0.2,1,0.4,1,no samples taken too rough,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_138,Port Hacking,16/12/2015 9:35,NRSPHB,NRSPHB20151215,NRSPHB20151215_060,2015-12-15T22:35:00Z,-34.1192,151.2267,60,,9,,,9,,9,,9,,9,no samples taken too rough,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_139,Port Hacking,16/12/2015 9:35,NRSPHB,NRSPHB20151215,NRSPHB20151215_075,2015-12-15T22:35:00Z,-34.1192,151.2267,75,,9,,2.9,1,5,1,0.3,1,0.3,1,no samples taken too rough,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_13a,Port Hacking,16/12/2015 9:35,NRSPHB,NRSPHB20151215,NRSPHB20151215_100,2015-12-15T22:35:00Z,-34.1192,151.2267,100,,9,,,9,,9,,9,,9,no samples taken too rough,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_13b,Port Hacking,2/02/2016 10:52,NRSPHB,NRSPHB20160201,NRSPHB20160201_000,2016-02-01T23:52:00Z,-34.1192,151.2267,0,35.354,1,,0.2,1,0.3,1,0.2,1,0.3,1,,2013.8,1,,2320.85,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_13c,Port Hacking,2/02/2016 10:52,NRSPHB,NRSPHB20160201,NRSPHB20160201_010,2016-02-01T23:52:00Z,-34.1192,151.2267,10,35.354,1,,1.2,1,0,1,0.1,1,0,1,,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_13d,Port Hacking,2/02/2016 10:52,NRSPHB,NRSPHB20160201,NRSPHB20160201_020,2016-02-01T23:52:00Z,-34.1192,151.2267,20,35.361,1,,1.2,1,0,1,0.1,1,0,1,,2013.58,1,,2322.19,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_13e,Port Hacking,2/02/2016 10:52,NRSPHB,NRSPHB20160201,NRSPHB20160201_025,2016-02-01T23:52:00Z,-34.1192,151.2267,25,35.372,1,,1.6,1,0,1,0.1,1,0,1,,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_13f,Port Hacking,2/02/2016 10:52,NRSPHB,NRSPHB20160201,NRSPHB20160201_030,2016-02-01T23:52:00Z,-34.1192,151.2267,30,35.402,1,,1,1,0,1,0.1,1,0.1,1,,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_140,Port Hacking,2/02/2016 10:52,NRSPHB,NRSPHB20160201,NRSPHB20160201_040,2016-02-01T23:52:00Z,-34.1192,151.2267,40,35.319,1,,2.3,1,3,1,0.4,1,0.3,1,,2058.39,1,,2315.09,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_141,Port Hacking,2/02/2016 10:52,NRSPHB,NRSPHB20160201,NRSPHB20160201_050,2016-02-01T23:52:00Z,-34.1192,151.2267,50,35.39,1,,3,1,6.3,1,0.6,1,0.9,1,,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_142,Port Hacking,2/02/2016 10:52,NRSPHB,NRSPHB20160201,NRSPHB20160201_060,2016-02-01T23:52:00Z,-34.1192,151.2267,60,35.324,1,,4.7,1,11.7,1,0.9,1,0.9,1,,2128.13,1,,2319.51,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_143,Port Hacking,2/02/2016 10:52,NRSPHB,NRSPHB20160201,NRSPHB20160201_075,2016-02-01T23:52:00Z,-34.1192,151.2267,75,35.325,1,,4.2,1,10.4,1,0.8,1,0.1,1,,2121.23,1,,2320.24,1,WOCE - average of duplicates,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_144,Port Hacking,2/02/2016 10:52,NRSPHB,NRSPHB20160201,NRSPHB20160201_100,2016-02-01T23:52:00Z,-34.1192,151.2267,100,35.356,1,,4.6,1,11.6,1,0.8,1,0.1,1,,2126.89,1,,2317.62,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_145,Port Hacking,1/03/2016 9:00,NRSPHB,NRSPHB20160229,NRSPHB20160229_000,2016-02-29T22:00:00Z,-34.1192,151.2267,0,34.86,1,,0.3,1,0,1,0.1,1,0.1,1,,1977.3,1,,2287.62,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_146,Port Hacking,1/03/2016 9:00,NRSPHB,NRSPHB20160229,NRSPHB20160229_010,2016-02-29T22:00:00Z,-34.1192,151.2267,10,35.467,1,,0.2,1,0,1,0.1,1,0.1,1,,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_147,Port Hacking,1/03/2016 9:00,NRSPHB,NRSPHB20160229,NRSPHB20160229_020,2016-02-29T22:00:00Z,-34.1192,151.2267,20,35.459,1,,0.1,1,0,1,0.1,1,0.2,1,,2014.82,1,,2327.84,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_148,Port Hacking,1/03/2016 9:00,NRSPHB,NRSPHB20160229,NRSPHB20160229_025,2016-02-29T22:00:00Z,-34.1192,151.2267,25,35.45,1,,0,1,0,1,0.1,1,0.2,1,,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_149,Port Hacking,1/03/2016 9:00,NRSPHB,NRSPHB20160229,NRSPHB20160229_030,2016-02-29T22:00:00Z,-34.1192,151.2267,30,35.458,1,,0,1,0,1,0.2,1,0,1,,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_14a,Port Hacking,1/03/2016 9:00,NRSPHB,NRSPHB20160229,NRSPHB20160229_040,2016-02-29T22:00:00Z,-34.1192,151.2267,40,35.448,1,,2.4,1,5.6,1,0.5,1,0,1,,2091.33,1,,2324.98,1,WOCE - average of duplicates,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_14b,Port Hacking,1/03/2016 9:00,NRSPHB,NRSPHB20160229,NRSPHB20160229_050,2016-02-29T22:00:00Z,-34.1192,151.2267,50,35.439,1,,2.8,1,7.9,1,0.6,1,0,1,,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_14c,Port Hacking,1/03/2016 9:00,NRSPHB,NRSPHB20160229,NRSPHB20160229_060,2016-02-29T22:00:00Z,-34.1192,151.2267,60,35.424,1,,2.9,1,8.7,1,0.7,1,0,1,,2106.59,1,,2323.75,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_14d,Port Hacking,1/03/2016 9:00,NRSPHB,NRSPHB20160229,NRSPHB20160229_075,2016-02-29T22:00:00Z,-34.1192,151.2267,75,35.36,1,,4,1,10.4,1,0.8,1,0.2,1,,2119.14,1,,2320.24,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_14e,Port Hacking,1/03/2016 9:00,NRSPHB,NRSPHB20160229,NRSPHB20160229_100,2016-02-29T22:00:00Z,-34.1192,151.2267,100,35.311,1,,4.5,1,11.4,1,0.8,1,0.1,1,,,9,WOCE - no data,2317.2,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_14f,Port Hacking,8/04/2016 9:13,NRSPHB,NRSPHB20160407,NRSPHB20160407_000,2016-04-07T23:13:00Z,-34.1192,151.2267,0,,9,,0.5,1,0.1,1,0.1,1,0.2,1,salinity samples lost,2026.64,1,,2336.7,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_150,Port Hacking,8/04/2016 9:13,NRSPHB,NRSPHB20160407,NRSPHB20160407_010,2016-04-07T23:13:00Z,-34.1192,151.2267,10,,9,,0.6,1,0.1,1,0.1,1,0.2,1,salinity samples lost,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_151,Port Hacking,8/04/2016 9:13,NRSPHB,NRSPHB20160407,NRSPHB20160407_020,2016-04-07T23:13:00Z,-34.1192,151.2267,20,,9,,0.6,1,0.2,1,0.1,1,0.2,1,salinity samples lost,2027.34,1,,2337.43,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_152,Port Hacking,8/04/2016 9:13,NRSPHB,NRSPHB20160407,NRSPHB20160407_025,2016-04-07T23:13:00Z,-34.1192,151.2267,25,,9,,0.5,1,0.2,1,0.1,1,0.2,1,salinity samples lost,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_153,Port Hacking,8/04/2016 9:13,NRSPHB,NRSPHB20160407,NRSPHB20160407_030,2016-04-07T23:13:00Z,-34.1192,151.2267,30,,9,,0.5,1,0.2,1,0.1,1,0.2,1,salinity samples lost,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_154,Port Hacking,8/04/2016 9:13,NRSPHB,NRSPHB20160407,NRSPHB20160407_040,2016-04-07T23:13:00Z,-34.1192,151.2267,40,,9,,0.8,1,0.8,1,0.1,1,0.2,1,salinity samples lost,2038.34,1,,2336.19,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_155,Port Hacking,8/04/2016 9:13,NRSPHB,NRSPHB20160407,NRSPHB20160407_050,2016-04-07T23:13:00Z,-34.1192,151.2267,50,,9,,1.3,1,2.7,1,0.3,1,0.2,1,salinity samples lost,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_156,Port Hacking,8/04/2016 9:13,NRSPHB,NRSPHB20160407,NRSPHB20160407_060,2016-04-07T23:13:00Z,-34.1192,151.2267,60,,9,,1.4,1,4.3,1,0.4,1,0.1,1,salinity samples lost,2070.52,1,,2332.82,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_157,Port Hacking,8/04/2016 9:13,NRSPHB,NRSPHB20160407,NRSPHB20160407_075,2016-04-07T23:13:00Z,-34.1192,151.2267,75,,9,,1.4,1,4.7,1,0.4,1,0.1,1,salinity samples lost,2071.52,1,,2333.4,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_158,Port Hacking,8/04/2016 9:13,NRSPHB,NRSPHB20160407,NRSPHB20160407_100,2016-04-07T23:13:00Z,-34.1192,151.2267,100,,9,,2.2,1,6.8,1,0.5,1,0.1,1,salinity samples lost,2085.27,1,,2327.64,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_159,Port Hacking,3/05/2016 9:14,NRSPHB,NRSPHB20160502,NRSPHB20160502_000,2016-05-02T23:14:00Z,-34.1192,151.2267,0,35.653,1,,1,1,,9,0.13,1,0.07,1,,2035.29,1,,2335.15,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_15a,Port Hacking,3/05/2016 9:14,NRSPHB,NRSPHB20160502,NRSPHB20160502_010,2016-05-02T23:14:00Z,-34.1192,151.2267,10,35.651,1,,0.9,1,0.5,1,0.13,1,0.23,1,,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_15b,Port Hacking,3/05/2016 9:14,NRSPHB,NRSPHB20160502,NRSPHB20160502_020,2016-05-02T23:14:00Z,-34.1192,151.2267,20,35.653,1,,0.9,1,0.5,1,0.13,1,0.06,1,,2037.47,1,,2336.69,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_15c,Port Hacking,3/05/2016 9:14,NRSPHB,NRSPHB20160502,NRSPHB20160502_025,2016-05-02T23:14:00Z,-34.1192,151.2267,25,35.656,1,,1,1,0.5,1,0.15,1,0.04,1,,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_15d,Port Hacking,3/05/2016 9:14,NRSPHB,NRSPHB20160502,NRSPHB20160502_030,2016-05-02T23:14:00Z,-34.1192,151.2267,30,35.642,1,,1.2,1,1.3,1,0.19,1,0.08,1,,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_15e,Port Hacking,3/05/2016 9:14,NRSPHB,NRSPHB20160502,NRSPHB20160502_040,2016-05-02T23:14:00Z,-34.1192,151.2267,40,35.61,1,,2.3,1,4.9,1,0.42,1,0.05,1,,2071.78,1,,2332.11,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_15f,Port Hacking,3/05/2016 9:14,NRSPHB,NRSPHB20160502,NRSPHB20160502_050,2016-05-02T23:14:00Z,-34.1192,151.2267,50,35.589,1,,2.4,1,6,1,0.48,1,0.02,1,,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_160,Port Hacking,3/05/2016 9:14,NRSPHB,NRSPHB20160502,NRSPHB20160502_060,2016-05-02T23:14:00Z,-34.1192,151.2267,60,35.522,1,,2.7,1,7,1,0.55,1,0.05,1,,2095.34,1,,2327.67,1,WOCE - average of duplicates,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_161,Port Hacking,3/05/2016 9:14,NRSPHB,NRSPHB20160502,NRSPHB20160502_075,2016-05-02T23:14:00Z,-34.1192,151.2267,75,35.445,1,,3.3,1,8.1,1,0.63,1,0.04,1,,2104.89,1,,2324.25,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_162,Port Hacking,3/05/2016 9:14,NRSPHB,NRSPHB20160502,NRSPHB20160502_100,2016-05-02T23:14:00Z,-34.1192,151.2267,100,35.359,1,,3.9,1,9.6,1,0.75,1,0.08,1,,2111.48,1,,2320.61,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_163,Port Hacking,15/06/2016 11:06,NRSPHB,NRSPHB20160615,NRSPHB20160615_000,2016-06-15T01:06:00Z,-34.1192,151.2267,0,35.722,1,,0.7,1,0.4,1,0.11,1,0.69,1,,2037.2,1,,2341.72,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_164,Port Hacking,15/06/2016 11:06,NRSPHB,NRSPHB20160615,NRSPHB20160615_010,2016-06-15T01:06:00Z,-34.1192,151.2267,10,35.72,1,,0.7,1,0.4,1,0.11,1,0.39,1,,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_165,Port Hacking,15/06/2016 11:06,NRSPHB,NRSPHB20160615,NRSPHB20160615_020,2016-06-15T01:06:00Z,-34.1192,151.2267,20,35.704,1,,0.8,1,0.7,1,0.14,1,0.79,1,,2041.6,1,,2339.3,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_166,Port Hacking,15/06/2016 11:06,NRSPHB,NRSPHB20160615,NRSPHB20160615_025,2016-06-15T01:06:00Z,-34.1192,151.2267,25,35.698,1,,0.8,1,0.9,1,0.15,1,0.43,1,,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_167,Port Hacking,15/06/2016 11:06,NRSPHB,NRSPHB20160615,NRSPHB20160615_030,2016-06-15T01:06:00Z,-34.1192,151.2267,30,35.692,1,,0.9,1,1.1,1,0.16,1,0.74,1,,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_168,Port Hacking,15/06/2016 11:06,NRSPHB,NRSPHB20160615,NRSPHB20160615_040,2016-06-15T01:06:00Z,-34.1192,151.2267,40,35.661,1,,1.5,1,2.6,1,0.26,1,0.65,1,,2059.77,1,,2336.79,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_169,Port Hacking,15/06/2016 11:06,NRSPHB,NRSPHB20160615,NRSPHB20160615_050,2016-06-15T01:06:00Z,-34.1192,151.2267,50,35.583,1,,2.2,1,4.6,1,0.4,1,0.36,1,,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_16a,Port Hacking,15/06/2016 11:06,NRSPHB,NRSPHB20160615,NRSPHB20160615_060,2016-06-15T01:06:00Z,-34.1192,151.2267,60,35.514,1,,2.3,1,6.7,1,0.52,1,0.59,1,,2091.48,1,,2328.46,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_16b,Port Hacking,15/06/2016 11:06,NRSPHB,NRSPHB20160615,NRSPHB20160615_075,2016-06-15T01:06:00Z,-34.1192,151.2267,75,,9,,2.4,1,6.9,1,0.54,1,0.63,1,,2093.67,1,,2326.97,1,WOCE - average of duplicates,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_16c,Port Hacking,15/06/2016 11:06,NRSPHB,NRSPHB20160615,NRSPHB20160615_100,2016-06-15T01:06:00Z,-34.1192,151.2267,100,,9,,2.3,1,6.9,1,0.54,1,0.75,1,,2096.3,1,,2325.11,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_16d,Port Hacking,19/07/2016 10:19,NRSPHB,NRSPHB20160719,NRSPHB20160719_000,2016-07-19T00:19:00Z,-34.1192,151.2267,0,35.672,0,PHB 160716 318,1.3,1,1.9,1,0.26,1,0.57,1,,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_16e,Port Hacking,19/07/2016 10:19,NRSPHB,NRSPHB20160719,NRSPHB20160719_010,2016-07-19T00:19:00Z,-34.1192,151.2267,10,35.665,1,,1.3,1,2,1,0.27,1,0.57,1,,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_16f,Port Hacking,19/07/2016 10:19,NRSPHB,NRSPHB20160719,NRSPHB20160719_020,2016-07-19T00:19:00Z,-34.1192,151.2267,20,35.661,1,,1.4,1,2.1,1,0.29,1,0.73,1,,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_170,Port Hacking,19/07/2016 10:19,NRSPHB,NRSPHB20160719,NRSPHB20160719_025,2016-07-19T00:19:00Z,-34.1192,151.2267,25,35.661,1,,1.4,1,2.1,1,0.29,1,0.66,1,,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_171,Port Hacking,19/07/2016 10:19,NRSPHB,NRSPHB20160719,NRSPHB20160719_030,2016-07-19T00:19:00Z,-34.1192,151.2267,30,35.658,1,,1.4,1,2.2,1,0.29,1,0.82,1,,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_172,Port Hacking,19/07/2016 10:19,NRSPHB,NRSPHB20160719,NRSPHB20160719_040,2016-07-19T00:19:00Z,-34.1192,151.2267,40,35.658,1,,1.4,1,2.3,1,0.3,1,0.81,1,,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_173,Port Hacking,19/07/2016 10:19,NRSPHB,NRSPHB20160719,NRSPHB20160719_050,2016-07-19T00:19:00Z,-34.1192,151.2267,50,35.658,1,,1.5,1,2.4,1,0.31,1,0.69,1,,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_174,Port Hacking,19/07/2016 10:19,NRSPHB,NRSPHB20160719,NRSPHB20160719_060,2016-07-19T00:19:00Z,-34.1192,151.2267,60,35.654,1,,1.5,1,2.5,1,0.31,1,0.87,1,,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_175,Port Hacking,19/07/2016 10:19,NRSPHB,NRSPHB20160719,NRSPHB20160719_075,2016-07-19T00:19:00Z,-34.1192,151.2267,75,35.655,1,,1.5,1,2.6,1,0.33,1,0.66,1,,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_176,Port Hacking,19/07/2016 10:19,NRSPHB,NRSPHB20160719,NRSPHB20160719_100,2016-07-19T00:19:00Z,-34.1192,151.2267,100,35.54,1,,2.4,1,6,1,0.51,1,0.11,1,,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_177,Port Hacking,30/08/2016 9:20,NRSPHB,NRSPHB20160829,NRSPHB20160829_000,2016-08-29T23:20:00Z,-34.1192,151.2267,0,35.67,1,,0.7,1,1,1,0.2,1,0.26,1,,,9,,,9,,,9,,POINT (151.22667 -34.11923)
