cell_x_y,taxa,num_id,dimension,measure_mm,Sample
"4,8",Other,4,length,1.049,346_0.25
"4,8",Other,4,width,1.009,346_0.25
"4,8",Other,5,length,0.367,346_0.25
"4,8",Other,5,width,0.337,346_0.25
"4,8",Other,6,length,1.074,346_0.25
"4,8",Other,6,width,1.18,346_0.25
"4,8",Other,7,length,2.1,346_0.25
"4,8",Other,7,width,0.915,346_0.25
"4,8",Other,8,length,0.962,346_0.25
"4,8",Other,8,width,0.357,346_0.25
"4,8",Other,9,length,0.838,346_0.25
"4,8",Other,9,width,0.443,346_0.25
"4,8",Other,10,length,0.715,346_0.25
"4,8",Other,10,width,0.575,346_0.25
"4,8",Other,11,length,0.495,346_0.25
"4,8",Other,11,width,0.257,346_0.25
"4,8",Other,12,length,0.432,346_0.25
"4,8",Other,12,width,0.328,346_0.25
"4,8",Other,13,length,0.735,346_0.25
"4,8",Other,13,width,0.385,346_0.25
"3,2",Copepod,1,length,2.909,346_0.25
"3,2",Copepod,1,width,1.108,346_0.25
"3,2",Copepod,2,length,3.605,346_0.25
"3,2",Copepod,2,width,1.166,346_0.25
"3,2",Copepod,3,length,2.129,346_0.25
"3,2",Copepod,3,width,1.026,346_0.25
"3,2",Copepod,4,length,1.395,346_0.25
"3,2",Copepod,4,width,0.583,346_0.25
"3,2",Copepod,5,length,0.639,346_0.25
"3,2",Copepod,5,width,0.298,346_0.25
"3,2",Copepod,6,length,0.798,346_0.25
"3,2",Copepod,6,width,0.322,346_0.25
"3,2",Copepod,7,length,0.715,346_0.25
"3,2",Copepod,7,width,0.307,346_0.25
"3,2",Copepod,8,length,1.028,346_0.25
"3,2",Copepod,8,width,0.344,346_0.25
"3,2",Copepod,9,length,0.693,346_0.25
"3,2",Copepod,9,width,0.308,346_0.25
"3,2",Copepod,10,length,0.758,346_0.25
"3,2",Copepod,10,width,0.338,346_0.25
"3,2",Copepod,11,length,0.711,346_0.25
"3,2",Copepod,11,width,0.278,346_0.25
"3,2",Copepod,12,length,1.341,346_0.25
"3,2",Copepod,12,width,0.528,346_0.25
"3,2",Copepod,13,length,0.842,346_0.25
"3,2",Copepod,13,width,0.387,346_0.25
"3,2",Copepod,14,length,0.879,346_0.25
"3,2",Copepod,14,width,0.347,346_0.25
"3,2",Copepod,15,length,0.689,346_0.25
"3,2",Copepod,15,width,0.429,346_0.25
"3,2",Copepod,16,length,0.766,346_0.25
"3,2",Copepod,16,width,0.416,346_0.25
"3,2",Copepod,17,length,1.185,346_0.25
"3,2",Copepod,17,width,0.474,346_0.25
"3,2",Copepod,18,length,1.112,346_0.25
"3,2",Copepod,18,width,0.452,346_0.25
"3,2",Copepod,19,length,0.721,346_0.25
"3,2",Copepod,19,width,0.322,346_0.25
"3,2",Copepod,20,length,0.633,346_0.25
"3,2",Copepod,20,width,0.302,346_0.25
"3,2",Copepod,21,length,0.813,346_0.25
"3,2",Copepod,21,width,0.289,346_0.25
"3,2",Copepod,22,length,0.972,346_0.25
"3,2",Copepod,22,width,0.577,346_0.25
"3,2",Copepod,23,length,0.995,346_0.25
"3,2",Copepod,23,width,0.516,346_0.25
"3,2",Copepod,24,length,0.883,346_0.25
"3,2",Copepod,24,width,0.372,346_0.25
"3,2",Copepod,25,length,1.119,346_0.25
"3,2",Copepod,25,width,0.523,346_0.25
"3,2",Copepod,26,length,0.78,346_0.25
"3,2",Copepod,26,width,0.415,346_0.25
"3,2",Copepod,27,length,1.033,346_0.25
"3,2",Copepod,27,width,0.396,346_0.25
"3,2",Copepod,28,length,0.646,346_0.25
"3,2",Copepod,28,width,0.364,346_0.25
"3,2",Copepod,29,length,0.73,346_0.25
"3,2",Copepod,29,width,0.311,346_0.25
"3,2",Copepod,30,length,1.177,346_0.25
"3,2",Copepod,30,width,0.521,346_0.25
"3,2",Copepod,31,length,1.412,346_0.25
"3,2",Copepod,31,width,0.442,346_0.25
"3,2",Copepod,32,length,0.656,346_0.25
"3,2",Copepod,32,width,0.416,346_0.25
"3,2",Copepod,33,length,0.893,346_0.25
"3,2",Copepod,33,width,0.382,346_0.25
"3,2",Copepod,34,length,0.779,346_0.25
"3,2",Copepod,34,width,0.459,346_0.25
"3,2",Copepod,35,length,0.809,346_0.25
"3,2",Copepod,35,width,0.495,346_0.25
"3,2",Copepod,36,length,1.003,346_0.25
"3,2",Copepod,36,width,0.51,346_0.25
"3,2",Copepod,37,length,1,346_0.25
"3,2",Copepod,37,width,0.505,346_0.25
"3,2",Copepod,38,length,0.956,346_0.25
"3,2",Copepod,38,width,0.407,346_0.25
"3,2",Copepod,39,length,1.064,346_0.25
"3,2",Copepod,39,width,0.56,346_0.25
"3,2",Copepod,40,length,1.184,346_0.25
"3,2",Copepod,40,width,0.514,346_0.25
"3,2",Copepod,41,length,1.186,346_0.25
"3,2",Copepod,41,width,0.577,346_0.25
"3,2",Copepod,42,length,0.87,346_0.25
"3,2",Copepod,42,width,0.367,346_0.25
"3,2",Copepod,43,length,0.634,346_0.25
"3,2",Copepod,43,width,0.368,346_0.25
"3,2",Copepod,44,length,2.848,346_0.25
"3,2",Copepod,44,width,0.71,346_0.25
"3,2",Copepod,45,length,0.808,346_0.25
"3,2",Copepod,45,width,0.346,346_0.25
"3,2",Copepod,46,length,1.006,346_0.25
"3,2",Copepod,46,width,0.536,346_0.25
"3,2",Copepod,47,length,0.874,346_0.25
"3,2",Copepod,47,width,0.392,346_0.25
"3,2",Copepod,48,length,1.109,346_0.25
"3,2",Copepod,48,width,0.56,346_0.25
"3,2",Copepod,49,length,1.026,346_0.25
"3,2",Copepod,49,width,0.424,346_0.25
"3,2",Copepod,50,length,0.758,346_0.25
"3,2",Copepod,50,width,0.327,346_0.25
"3,2",Copepod,51,length,0.723,346_0.25
"3,2",Copepod,51,width,0.394,346_0.25
"3,2",Copepod,52,length,0.986,346_0.25
"3,2",Copepod,52,width,0.454,346_0.25
"3,2",Copepod,53,length,0.605,346_0.25
"3,2",Copepod,53,width,0.283,346_0.25
"3,2",Copepod,54,length,0.656,346_0.25
"3,2",Copepod,54,width,0.258,346_0.25
"3,2",Copepod,55,length,0.879,346_0.25
"3,2",Copepod,55,width,0.339,346_0.25
"3,2",Copepod,56,length,0.611,346_0.25
"3,2",Copepod,56,width,0.245,346_0.25
"3,2",Copepod,57,length,1.162,346_0.25
"3,2",Copepod,57,width,0.515,346_0.25
"3,2",Copepod,58,length,0.746,346_0.25
"3,2",Copepod,58,width,0.351,346_0.25
"3,2",Copepod,59,length,1.356,346_0.25
"3,2",Copepod,59,width,0.533,346_0.25
"3,2",Copepod,60,length,1.318,346_0.25
"3,2",Copepod,60,width,0.567,346_0.25
"3,2",Copepod,61,length,0.99,346_0.25
"3,2",Copepod,61,width,0.416,346_0.25
"3,2",Copepod,62,length,0.549,346_0.25
"3,2",Copepod,62,width,0.342,346_0.25
"3,2",Copepod,63,length,0.824,346_0.25
"3,2",Copepod,63,width,0.37,346_0.25
"3,2",Copepod,64,length,0.771,346_0.25
"3,2",Copepod,64,width,0.351,346_0.25
"3,2",Copepod,65,length,1.302,346_0.25
"3,2",Copepod,65,width,0.481,346_0.25
"3,2",Copepod,66,length,1.014,346_0.25
"3,2",Copepod,66,width,0.594,346_0.25
"3,2",Copepod,67,length,0.576,346_0.25
"3,2",Copepod,67,width,0.333,346_0.25
"3,2",Copepod,68,length,0.664,346_0.25
"3,2",Copepod,68,width,0.344,346_0.25
"3,2",Copepod,69,length,0.892,346_0.25
"3,2",Copepod,69,width,0.364,346_0.25
"3,2",Copepod,70,length,1.499,346_0.25
"3,2",Copepod,70,width,0.513,346_0.25
"3,2",Copepod,71,length,1.748,346_0.25
"3,2",Copepod,71,width,0.57,346_0.25
"3,2",Copepod,72,length,0.997,346_0.25
"3,2",Copepod,72,width,0.478,346_0.25
"3,2",Copepod,73,length,1.236,346_0.25
"3,2",Copepod,73,width,0.471,346_0.25
"3,2",Copepod,74,length,1.085,346_0.25
"3,2",Copepod,74,width,0.342,346_0.25
"3,2",Copepod,75,length,0.804,346_0.25
"3,2",Copepod,75,width,0.361,346_0.25
"3,2",Copepod,76,length,0.656,346_0.25
"3,2",Copepod,76,width,0.313,346_0.25
"3,2",Copepod,77,length,0.859,346_0.25
"3,2",Copepod,77,width,0.359,346_0.25
"3,2",Copepod,78,length,1.717,346_0.25
"3,2",Copepod,78,width,0.643,346_0.25
"3,2",Copepod,79,length,0.841,346_0.25
"3,2",Copepod,79,width,0.406,346_0.25
"3,2",Copepod,80,length,0.66,346_0.25
"3,2",Copepod,80,width,0.294,346_0.25
"3,2",Copepod,81,length,0.926,346_0.25
"3,2",Copepod,81,width,0.354,346_0.25
"3,2",Copepod,82,length,0.787,346_0.25
"3,2",Copepod,82,width,0.315,346_0.25
"3,2",Copepod,83,length,0.814,346_0.25
"3,2",Copepod,83,width,0.486,346_0.25
"3,2",Copepod,84,length,0.726,346_0.25
"3,2",Copepod,84,width,0.333,346_0.25
"3,2",Copepod,85,length,1.433,346_0.25
"3,2",Copepod,85,width,0.392,346_0.25
"3,2",Copepod,86,length,0.928,346_0.25
"3,2",Copepod,86,width,0.37,346_0.25
"3,2",Chaetognath,1,length,5.723,346_0.25
"3,2",Chaetognath,1,width,0.414,346_0.25
"3,2",Chaetognath,2,length,3.929,346_0.25
"3,2",Chaetognath,2,width,0.383,346_0.25
"3,2",Chaetognath,3,length,3.695,346_0.25
"3,2",Chaetognath,3,width,0.841,346_0.25
"3,2",Larval_fish,1,length,2.358,346_0.25
"3,2",Larval_fish,1,width,0.306,346_0.25
"3,2",Larval_fish,2,length,2.33,346_0.25
"3,2",Larval_fish,2,width,0.512,346_0.25
"3,2",Larval_fish,3,length,3.056,346_0.25
"3,2",Larval_fish,3,width,0.31,346_0.25
"3,2",Larval_fish,4,length,2.026,346_0.25
"3,2",Larval_fish,4,width,0.536,346_0.25
"3,2",Fish_egg,1,length,0.951,346_0.25
"3,2",Fish_egg,1,width,0.808,346_0.25
"3,2",Fish_egg,2,length,0.808,346_0.25
"3,2",Fish_egg,2,width,0.779,346_0.25
"3,2",Fish_egg,3,length,0.577,346_0.25
"3,2",Fish_egg,3,width,0.582,346_0.25
"3,2",Fish_egg,4,length,0.784,346_0.25
"3,2",Fish_egg,4,width,0.689,346_0.25
"3,2",Other,1,length,0.518,346_0.25
"3,2",Other,1,width,0.308,346_0.25
"3,2",Other,2,length,1.036,346_0.25
"3,2",Other,2,width,0.69,346_0.25
"3,2",Other,3,length,0.445,346_0.25
"3,2",Other,3,width,0.428,346_0.25
"3,2",Other,4,length,1.044,346_0.25
"3,2",Other,4,width,0.843,346_0.25
"3,2",Other,5,length,1.166,346_0.25
"3,2",Other,5,width,0.836,346_0.25
"3,2",Other,6,length,1.073,346_0.25
"3,2",Other,6,width,0.706,346_0.25
"3,2",Other,7,length,0.571,346_0.25
"3,2",Other,7,width,0.527,346_0.25
"3,2",Other,8,length,0.616,346_0.25
"3,2",Other,8,width,0.534,346_0.25
"3,2",Other,9,length,0.692,346_0.25
"3,2",Other,9,width,0.624,346_0.25
"3,2",Other,10,length,0.407,346_0.25
"3,2",Other,10,width,0.311,346_0.25
"3,2",Other,11,length,0.539,346_0.25
"3,2",Other,11,width,0.414,346_0.25
"3,2",Other,12,length,0.327,346_0.25
"3,2",Other,12,width,0.368,346_0.25
"3,2",Other,13,length,0.464,346_0.25
"3,2",Other,13,width,0.401,346_0.25
"3,2",Other,14,length,0.407,346_0.25
"3,2",Other,14,width,0.474,346_0.25
"3,2",Other,15,length,0.515,346_0.25
"3,2",Other,15,width,0.49,346_0.25
"3,2",Other,16,length,0.491,346_0.25
"3,2",Other,16,width,0.505,346_0.25
"3,2",Other,17,length,0.917,346_0.25
"3,2",Other,17,width,0.348,346_0.25
"3,2",Other,18,length,0.427,346_0.25
"3,2",Other,18,width,0.327,346_0.25
"3,2",Other,19,length,0.519,346_0.25
"3,2",Other,19,width,0.308,346_0.25
"3,2",Other,20,length,0.597,346_0.25
"3,2",Other,20,width,0.23,346_0.25
"3,2",Other,21,length,0.342,346_0.25
"3,2",Other,21,width,0.351,346_0.25
"3,2",Other,22,length,0.252,346_0.25
"3,2",Other,22,width,0.28,346_0.25
"3,1",Copepod,1,length,2.052,433_0.25
"3,1",Copepod,1,width,0.881,433_0.25
"3,1",Copepod,2,length,1.25,433_0.25
"3,1",Copepod,2,width,0.508,433_0.25
"3,1",Copepod,3,length,1.028,433_0.25
"3,1",Copepod,3,width,0.658,433_0.25
"3,1",Copepod,4,length,1.676,433_0.25
"3,1",Copepod,4,width,0.579,433_0.25
"3,1",Copepod,5,length,1.026,433_0.25
"3,1",Copepod,5,width,0.4,433_0.25
"3,1",Copepod,6,length,0.924,433_0.25
"3,1",Copepod,6,width,0.526,433_0.25
"3,1",Copepod,7,length,1.783,433_0.25
"3,1",Copepod,7,width,0.754,433_0.25
"3,1",Copepod,8,length,1.402,433_0.25
"3,1",Copepod,8,width,0.457,433_0.25
"3,1",Copepod,9,length,1.626,433_0.25
"3,1",Copepod,9,width,0.713,433_0.25
"3,1",Copepod,10,length,0.59,433_0.25
"3,1",Copepod,10,width,0.269,433_0.25
"3,1",Copepod,11,length,1.602,433_0.25
"3,1",Copepod,11,width,0.48,433_0.25
"3,1",Copepod,12,length,1.548,433_0.25
"3,1",Copepod,12,width,0.555,433_0.25
"3,1",Copepod,13,length,0.612,433_0.25
"3,1",Copepod,13,width,0.315,433_0.25
"3,1",Copepod,14,length,1.615,433_0.25
"3,1",Copepod,14,width,0.712,433_0.25
"3,1",Copepod,15,length,1.566,433_0.25
"3,1",Copepod,15,width,0.552,433_0.25
"3,1",Copepod,16,length,1.514,433_0.25
"3,1",Copepod,16,width,0.576,433_0.25
"3,1",Copepod,17,length,1.238,433_0.25
"3,1",Copepod,17,width,0.588,433_0.25
"3,1",Copepod,18,length,1.24,433_0.25
"3,1",Copepod,18,width,0.521,433_0.25
"3,1",Copepod,19,length,0.738,433_0.25
"3,1",Copepod,19,width,0.34,433_0.25
"3,1",Copepod,20,length,1.57,433_0.25
"3,1",Copepod,20,width,0.547,433_0.25
"3,1",Copepod,21,length,1.348,433_0.25
"3,1",Copepod,21,width,0.552,433_0.25
"3,1",Copepod,22,length,2.264,433_0.25
"3,1",Copepod,22,width,0.896,433_0.25
"3,1",Copepod,23,length,2.212,433_0.25
"3,1",Copepod,23,width,0.893,433_0.25
"3,1",Copepod,24,length,0.865,433_0.25
"3,1",Copepod,24,width,0.471,433_0.25
"3,1",Copepod,25,length,0.609,433_0.25
"3,1",Copepod,25,width,0.37,433_0.25
"3,1",Copepod,26,length,1.088,433_0.25
"3,1",Copepod,26,width,0.474,433_0.25
"3,1",Krill,1,length,4.249,433_0.25
"3,1",Krill,1,width,0.81,433_0.25
"3,1",Larval_fish,1,length,8.783,433_0.25
"3,1",Larval_fish,1,width,0.498,433_0.25
"3,1",Fish_egg,1,length,0.611,433_0.25
"3,1",Fish_egg,1,width,0.571,433_0.25
"3,1",Fish_egg,2,length,0.445,433_0.25
"3,1",Fish_egg,2,width,0.382,433_0.25
"3,1",Fish_egg,3,length,0.488,433_0.25
"3,1",Fish_egg,3,width,0.503,433_0.25
"3,1",Other,1,length,0.723,433_0.25
"3,1",Other,1,width,0.528,433_0.25
"3,1",Other,2,length,0.609,433_0.25
"3,1",Other,2,width,0.355,433_0.25
"3,1",Other,3,length,0.83,433_0.25
"3,1",Other,3,width,0.552,433_0.25
"3,1",Other,4,length,0.272,433_0.25
"3,1",Other,4,width,0.362,433_0.25
"3,1",Other,5,length,0.532,433_0.25
"3,1",Other,5,width,0.483,433_0.25
"3,1",Other,6,length,0.428,433_0.25
"3,1",Other,6,width,0.369,433_0.25
"3,1",Other,7,length,1.851,433_0.25
"3,1",Other,7,width,0.946,433_0.25
"3,1",Other,8,length,0.696,433_0.25
"3,1",Other,8,width,0.262,433_0.25
"3,1",Other,9,length,1.149,433_0.25
"3,1",Other,9,width,0.877,433_0.25
"3,1",Other,10,length,1.621,433_0.25
"3,1",Other,10,width,0.996,433_0.25
"3,1",Other,11,length,1.736,433_0.25
"3,1",Other,11,width,0.844,433_0.25
"4,6",Copepod,1,length,3.149,433_0.25
"4,6",Copepod,1,width,1.065,433_0.25
"4,6",Copepod,2,length,1.423,433_0.25
"4,6",Copepod,2,width,0.609,433_0.25
"4,6",Copepod,3,length,1.581,433_0.25
"4,6",Copepod,3,width,0.626,433_0.25
"4,6",Copepod,4,length,1.435,433_0.25
"4,6",Copepod,4,width,0.707,433_0.25
"4,6",Copepod,5,length,1.177,433_0.25
"4,6",Copepod,5,width,0.668,433_0.25
"4,6",Copepod,6,length,0.826,433_0.25
"4,6",Copepod,6,width,0.324,433_0.25
"4,6",Copepod,7,length,1.504,433_0.25
"4,6",Copepod,7,width,0.591,433_0.25
"4,6",Copepod,8,length,1.38,433_0.25
"4,6",Copepod,8,width,0.653,433_0.25
"4,6",Copepod,9,length,1.151,433_0.25
"4,6",Copepod,9,width,0.511,433_0.25
"4,6",Copepod,10,length,1.902,433_0.25
"4,6",Copepod,10,width,0.49,433_0.25
"4,6",Copepod,11,length,1.457,433_0.25
"4,6",Copepod,11,width,0.409,433_0.25
"4,6",Copepod,12,length,1.199,433_0.25
"4,6",Copepod,12,width,0.42,433_0.25
"4,6",Copepod,13,length,1.741,433_0.25
"4,6",Copepod,13,width,0.443,433_0.25
"4,6",Copepod,14,length,2.13,433_0.25
"4,6",Copepod,14,width,0.843,433_0.25
"4,6",Copepod,15,length,0.809,433_0.25
"4,6",Copepod,15,width,0.362,433_0.25
"4,6",Copepod,16,length,0.879,433_0.25
"4,6",Copepod,16,width,0.391,433_0.25
"4,6",Copepod,17,length,1.346,433_0.25
"4,6",Copepod,17,width,0.469,433_0.25
"4,6",Copepod,18,length,0.982,433_0.25
"4,6",Copepod,18,width,0.376,433_0.25
"4,6",Copepod,19,length,0.618,433_0.25
"4,6",Copepod,19,width,0.421,433_0.25
"4,6",Copepod,20,length,0.821,433_0.25
"4,6",Copepod,20,width,0.657,433_0.25
"4,6",Copepod,21,length,1.196,433_0.25
"4,6",Copepod,21,width,0.571,433_0.25
"4,6",Chaetognath,1,length,1.961,433_0.25
"4,6",Chaetognath,1,width,0.238,433_0.25
"4,6",Chaetognath,2,length,3.141,433_0.25
"4,6",Chaetognath,2,width,0.422,433_0.25
"4,6",Chaetognath,3,length,3.824,433_0.25
"4,6",Chaetognath,3,width,0.302,433_0.25
"4,6",Chaetognath,4,length,3.856,433_0.25
"4,6",Chaetognath,4,width,0.299,433_0.25
"4,6",Chaetognath,5,length,7.987,433_0.25
"4,6",Chaetognath,5,width,0.404,433_0.25
"4,6",Larval_fish,1,length,1.351,433_0.25
"4,6",Larval_fish,1,width,0.606,433_0.25
"4,6",Larval_fish,2,length,3.575,433_0.25
"4,6",Larval_fish,2,width,0.925,433_0.25
"4,6",Larval_fish,3,length,2.057,433_0.25
"4,6",Larval_fish,3,width,0.507,433_0.25
"4,6",Fish_egg,1,length,0.836,433_0.25
"4,6",Fish_egg,1,width,0.637,433_0.25
"4,6",Other,1,length,0.47,433_0.25
"4,6",Other,1,width,0.43,433_0.25
"4,6",Other,2,length,1.278,433_0.25
"4,6",Other,2,width,0.829,433_0.25
"4,6",Other,3,length,1.399,433_0.25
"4,6",Other,3,width,0.665,433_0.25
"4,6",Other,4,length,0.668,433_0.25
"4,6",Other,4,width,0.372,433_0.25
"4,6",Other,5,length,0.86,433_0.25
"4,6",Other,5,width,0.742,433_0.25
"4,6",Other,6,length,0.468,433_0.25
"4,6",Other,6,width,0.516,433_0.25
"4,6",Other,7,length,0.39,433_0.25
"4,6",Other,7,width,0.343,433_0.25
"4,6",Other,8,length,1.113,433_0.25
"4,6",Other,8,width,0.553,433_0.25
"4,6",Other,9,length,0.332,433_0.25
"4,6",Other,9,width,0.287,433_0.25
"4,6",Other,10,length,1.143,433_0.25
"4,6",Other,10,width,0.698,433_0.25
"2,3",Copepod,1,length,0.945,338_0.5
"2,3",Copepod,1,width,0.492,338_0.5
"2,3",Copepod,2,length,0.758,338_0.5
"2,3",Copepod,2,width,0.279,338_0.5
"2,3",Copepod,3,length,0.658,338_0.5
"2,3",Copepod,3,width,0.212,338_0.5
"2,3",Copepod,4,length,1.001,338_0.5
"2,3",Copepod,4,width,0.494,338_0.5
"2,3",Copepod,5,length,0.974,338_0.5
"2,3",Copepod,5,width,0.475,338_0.5
"2,3",Copepod,6,length,0.85,338_0.5
"2,3",Copepod,6,width,0.463,338_0.5
"2,3",Copepod,7,length,0.96,338_0.5
"2,3",Copepod,7,width,0.401,338_0.5
"2,3",Copepod,8,length,0.881,338_0.5
"2,3",Copepod,8,width,0.455,338_0.5
"2,3",Copepod,9,length,0.871,338_0.5
"2,3",Copepod,9,width,0.366,338_0.5
"2,3",Copepod,10,length,0.898,338_0.5
"2,3",Copepod,10,width,0.406,338_0.5
"2,3",Copepod,11,length,1.023,338_0.5
"2,3",Copepod,11,width,0.517,338_0.5
"2,3",Copepod,12,length,0.962,338_0.5
"2,3",Copepod,12,width,0.366,338_0.5
"2,3",Copepod,13,length,0.929,338_0.5
"2,3",Copepod,13,width,0.456,338_0.5
"2,3",Copepod,14,length,0.819,338_0.5
"2,3",Copepod,14,width,0.257,338_0.5
"2,3",Copepod,15,length,0.552,338_0.5
"2,3",Copepod,15,width,0.284,338_0.5
"2,3",Copepod,16,length,0.658,338_0.5
"2,3",Copepod,16,width,0.247,338_0.5
"2,3",Copepod,17,length,0.735,338_0.5
"2,3",Copepod,17,width,0.279,338_0.5
"2,3",Copepod,18,length,0.734,338_0.5
"2,3",Copepod,18,width,0.252,338_0.5
"2,3",Copepod,19,length,0.84,338_0.5
"2,3",Copepod,19,width,0.539,338_0.5
"2,3",Copepod,20,length,0.849,338_0.5
"2,3",Copepod,20,width,0.429,338_0.5
"2,3",Copepod,21,length,0.921,338_0.5
"2,3",Copepod,21,width,0.49,338_0.5
"2,3",Copepod,22,length,1.04,338_0.5
"2,3",Copepod,22,width,0.361,338_0.5
"2,3",Copepod,23,length,0.978,338_0.5
"2,3",Copepod,23,width,0.302,338_0.5
"2,3",Copepod,24,length,0.816,338_0.5
"2,3",Copepod,24,width,0.298,338_0.5
"2,3",Copepod,25,length,0.784,338_0.5
"2,3",Copepod,25,width,0.299,338_0.5
"2,3",Copepod,26,length,0.928,338_0.5
"2,3",Copepod,26,width,0.354,338_0.5
"2,3",Copepod,27,length,0.835,338_0.5
"2,3",Copepod,27,width,0.344,338_0.5
"2,3",Copepod,28,length,0.866,338_0.5
"2,3",Copepod,28,width,0.346,338_0.5
"2,3",Copepod,29,length,0.917,338_0.5
"2,3",Copepod,29,width,0.431,338_0.5
"2,3",Copepod,30,length,0.923,338_0.5
"2,3",Copepod,30,width,0.32,338_0.5
"2,3",Copepod,31,length,0.549,338_0.5
"2,3",Copepod,31,width,0.222,338_0.5
"2,3",Copepod,32,length,0.576,338_0.5
"2,3",Copepod,32,width,0.288,338_0.5
"2,3",Copepod,33,length,0.58,338_0.5
"2,3",Copepod,33,width,0.37,338_0.5
"2,3",Copepod,34,length,0.737,338_0.5
"2,3",Copepod,34,width,0.326,338_0.5
"2,3",Copepod,35,length,0.772,338_0.5
"2,3",Copepod,35,width,0.311,338_0.5
"2,3",Copepod,36,length,0.501,338_0.5
"2,3",Copepod,36,width,0.312,338_0.5
"2,3",Copepod,37,length,1.047,338_0.5
"2,3",Copepod,37,width,0.245,338_0.5
"2,3",Copepod,38,length,0.571,338_0.5
"2,3",Copepod,38,width,0.375,338_0.5
"2,3",Copepod,39,length,0.813,338_0.5
"2,3",Copepod,39,width,0.388,338_0.5
"2,3",Copepod,40,length,0.591,338_0.5
"2,3",Copepod,40,width,0.261,338_0.5
"2,3",Copepod,41,length,1.105,338_0.5
"2,3",Copepod,41,width,0.39,338_0.5
"2,3",Copepod,42,length,1.294,338_0.5
"2,3",Copepod,42,width,0.601,338_0.5
"2,3",Copepod,43,length,0.982,338_0.5
"2,3",Copepod,43,width,0.468,338_0.5
"2,3",Copepod,44,length,0.421,338_0.5
"2,3",Copepod,44,width,0.167,338_0.5
"2,3",Copepod,45,length,0.921,338_0.5
"2,3",Copepod,45,width,0.317,338_0.5
"2,3",Copepod,46,length,1.1,338_0.5
"2,3",Copepod,46,width,0.359,338_0.5
"2,3",Copepod,47,length,1.015,338_0.5
"2,3",Copepod,47,width,0.292,338_0.5
"2,3",Copepod,48,length,1.009,338_0.5
"2,3",Copepod,48,width,0.328,338_0.5
"2,3",Copepod,49,length,1.002,338_0.5
"2,3",Copepod,49,width,0.274,338_0.5
"2,3",Copepod,50,length,0.764,338_0.5
"2,3",Copepod,50,width,0.326,338_0.5
"2,3",Copepod,51,length,1.203,338_0.5
"2,3",Copepod,51,width,0.361,338_0.5
"2,3",Copepod,52,length,0.966,338_0.5
"2,3",Copepod,52,width,0.501,338_0.5
"2,3",Copepod,53,length,1.138,338_0.5
"2,3",Copepod,53,width,0.298,338_0.5
"2,3",Copepod,54,length,0.934,338_0.5
"2,3",Copepod,54,width,0.421,338_0.5
"2,3",Copepod,55,length,0.689,338_0.5
"2,3",Copepod,55,width,0.341,338_0.5
"2,3",Copepod,56,length,0.823,338_0.5
"2,3",Copepod,56,width,0.306,338_0.5
"2,3",Copepod,57,length,0.808,338_0.5
"2,3",Copepod,57,width,0.321,338_0.5
"2,3",Copepod,58,length,1.011,338_0.5
"2,3",Copepod,58,width,0.551,338_0.5
"2,3",Copepod,59,length,0.752,338_0.5
"2,3",Copepod,59,width,0.335,338_0.5
"2,3",Copepod,60,length,0.863,338_0.5
"2,3",Copepod,60,width,0.462,338_0.5
"2,3",Copepod,61,length,0.606,338_0.5
"2,3",Copepod,61,width,0.255,338_0.5
"2,3",Copepod,62,length,1.11,338_0.5
"2,3",Copepod,62,width,0.414,338_0.5
"2,3",Copepod,63,length,0.687,338_0.5
"2,3",Copepod,63,width,0.336,338_0.5
"2,3",Copepod,64,length,0.741,338_0.5
"2,3",Copepod,64,width,0.31,338_0.5
"2,3",Copepod,65,length,0.643,338_0.5
"2,3",Copepod,65,width,0.253,338_0.5
"2,3",Copepod,66,length,0.507,338_0.5
"2,3",Copepod,66,width,0.288,338_0.5
"2,3",Copepod,67,length,0.791,338_0.5
"2,3",Copepod,67,width,0.369,338_0.5
"2,3",Copepod,68,length,0.697,338_0.5
"2,3",Copepod,68,width,0.339,338_0.5
"2,3",Copepod,69,length,0.667,338_0.5
"2,3",Copepod,69,width,0.276,338_0.5
"2,3",Copepod,70,length,0.771,338_0.5
"2,3",Copepod,70,width,0.527,338_0.5
"2,3",Copepod,71,length,0.798,338_0.5
"2,3",Copepod,71,width,0.458,338_0.5
"2,3",Copepod,72,length,1.037,338_0.5
"2,3",Copepod,72,width,0.464,338_0.5
"2,3",Copepod,73,length,0.737,338_0.5
"2,3",Copepod,73,width,0.466,338_0.5
"2,3",Copepod,74,length,0.885,338_0.5
"2,3",Copepod,74,width,0.294,338_0.5
"2,3",Copepod,75,length,0.707,338_0.5
"2,3",Copepod,75,width,0.285,338_0.5
"2,3",Copepod,76,length,0.67,338_0.5
"2,3",Copepod,76,width,0.351,338_0.5
"2,3",Copepod,77,length,0.77,338_0.5
"2,3",Copepod,77,width,0.478,338_0.5
"2,3",Copepod,78,length,0.925,338_0.5
"2,3",Copepod,78,width,0.304,338_0.5
"2,3",Copepod,79,length,1.254,338_0.5
"2,3",Copepod,79,width,0.568,338_0.5
"2,3",Copepod,80,length,0.74,338_0.5
"2,3",Copepod,80,width,0.459,338_0.5
"2,3",Copepod,81,length,0.74,338_0.5
"2,3",Copepod,81,width,0.488,338_0.5
"2,3",Copepod,82,length,0.727,338_0.5
"2,3",Copepod,82,width,0.331,338_0.5
"2,3",Fish_egg,1,length,0.866,338_0.5
